date,year,month,day,od_pair,market_country,dest_country,pax,seats_capacity,n_flights,censored_flights,naive_total_est,em_total_est,pd01_total_est,pd03_total_est,pd05_total_est,pd07_total_est,pd09_total_est
2017-01-03,2017,1,3,JP→CA,JP,CA,298,516,2,0,298.0,298.0,298.0,298.0,298.0,298.0,298.0
2017-01-03,2017,1,3,JP→US,JP,US,1688,2712,9,0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0
2017-01-03,2017,1,3,KR→CA,KR,CA,177,516,2,0,177.0,177.0,177.0,177.0,177.0,177.0,177.0
2017-01-03,2017,1,3,KR→US,KR,US,666,1614,5,0,666.0,666.0,666.0,666.0,666.0,666.0,666.0
2017-01-03,2017,1,3,SG→US,SG,US,539,934,4,0,539.0,539.0,539.0,539.0,539.0,539.0,539.0
2017-01-03,2017,1,3,TW→US,TW,US,693,1308,4,0,693.0,693.0,693.0,693.0,693.0,693.0,693.0
2017-01-04,2017,1,4,AE→US,AE,US,756,982,2,0,756.0,756.0,756.0,756.0,756.0,756.0,756.0
2017-01-04,2017,1,4,AU→US,AU,US,2827,3327,10,3,2827.0,2833.122759466946,2848.3824917494007,2835.37850320072,2831.440604706094,2829.1855834874,2827.6271659549093
2017-01-04,2017,1,4,CN→CA,CN,CA,414,516,2,1,414.0,416.01109637904335,419.57771789459343,416.6419747043946,415.47083937285174,414.74315141995606,414.2169656897686
2017-01-04,2017,1,4,CN→US,CN,US,2240,2700,8,5,2240.0,2253.472539860888,2288.308635466079,2258.338627086908,2249.780948981017,2244.836728702327,2241.392844235031
2017-01-04,2017,1,4,DE→US,DE,US,194,396,1,0,194.0,194.0,194.0,194.0,194.0,194.0,194.0
2017-01-04,2017,1,4,GB→US,GB,US,440,702,2,0,440.0,441.2426401543803,445.4502227466352,441.76793958598125,440.88991872970945,440.4259174409558,440.119956404581
2017-01-04,2017,1,4,HK→CA,HK,CA,347,792,2,0,347.0,347.0,347.0,347.0,347.0,347.0,347.0
2017-01-04,2017,1,4,HK→US,HK,US,334,702,2,0,334.0,334.0,334.0,334.0,334.0,334.0,334.0
2017-01-04,2017,1,4,JP→CA,JP,CA,355,516,2,0,355.0,355.0,355.0,355.0,355.0,355.0,355.0
2017-01-04,2017,1,4,JP→US,JP,US,1771,2712,9,0,1771.0,1771.0,1771.0,1771.0,1771.0,1771.0,1771.0
2017-01-04,2017,1,4,KR→CA,KR,CA,197,516,2,0,197.0,197.0,197.0,197.0,197.0,197.0,197.0
2017-01-04,2017,1,4,KR→US,KR,US,665,1614,5,0,665.0,665.0,665.0,665.0,665.0,665.0,665.0
2017-01-04,2017,1,4,SG→US,SG,US,510,934,4,0,510.0,510.0,510.0,510.0,510.0,510.0,510.0
2017-01-04,2017,1,4,TW→US,TW,US,755,1308,4,0,755.0,755.0,755.0,755.0,755.0,755.0,755.0
2017-01-05,2017,1,5,AE→US,AE,US,785,982,2,0,785.0,786.885077891593,793.1048744665482,787.6825533481573,786.3612702880658,785.654994949956,785.1852281722406
2017-01-05,2017,1,5,AU→US,AU,US,3036,3327,10,5,3036.0,3058.6264624605237,3101.6002494043555,3065.912385313943,3052.4965380926365,3044.293883105549,3038.4135770830244
2017-01-05,2017,1,5,CN→CA,CN,CA,461,516,2,1,461.0,466.2906954614082,474.68821834639647,467.8231383344179,464.87298549774187,462.97962430860326,461.5826452407124
2017-01-05,2017,1,5,CN→US,CN,US,2093,2700,8,2,2093.0,2098.6095184660726,2110.2386963127465,2100.539756224638,2097.103543069587,2095.0487507830717,2093.593573019798
2017-01-05,2017,1,5,DE→US,DE,US,278,396,1,0,278.0,278.0,278.0,278.0,278.0,278.0,278.0
2017-01-05,2017,1,5,GB→US,GB,US,499,702,2,0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
2017-01-05,2017,1,5,HK→CA,HK,CA,416,792,2,0,416.0,417.0428858938901,419.14591605447504,417.3896775211972,416.7543463417642,416.3753800345752,416.1084111110471
2017-01-05,2017,1,5,HK→US,HK,US,421,702,2,0,421.0,421.0,421.0,421.0,421.0,421.0,421.0
2017-01-05,2017,1,5,JP→CA,JP,CA,411,516,2,1,411.0,412.8668819576441,415.8382347266064,413.4080027748924,412.3640089815835,411.6960184219813,411.20456522767387
2017-01-05,2017,1,5,JP→US,JP,US,1788,2712,9,1,1788.0,1790.1736474638087,1795.346426992758,1790.9585781943406,1789.56480476418,1788.7678627386895,1788.2197216651728
2017-01-05,2017,1,5,KR→CA,KR,CA,233,516,2,0,233.0,233.0,233.0,233.0,233.0,233.0,233.0
2017-01-05,2017,1,5,KR→US,KR,US,678,1614,5,0,678.0,678.0,678.0,678.0,678.0,678.0,678.0
2017-01-05,2017,1,5,SG→US,SG,US,571,934,4,0,571.0,571.0,571.0,571.0,571.0,571.0,571.0
2017-01-05,2017,1,5,TW→US,TW,US,797,1308,4,0,797.0,797.0,797.0,797.0,797.0,797.0,797.0
2017-01-06,2017,1,6,AE→US,AE,US,963,982,2,2,963.0,1011.1323575629766,1093.2688677996612,1025.3939533189819,998.2772563898689,981.0095522711892,968.2982213915819
2017-01-06,2017,1,6,AU→US,AU,US,3264,3327,10,9,3264.0,3397.441483616832,3603.3138485315594,3435.04919781424,3361.5714041200035,3314.0196737445904,3278.751825150951
2017-01-06,2017,1,6,CN→CA,CN,CA,454,516,2,0,454.0,454.0,454.0,454.0,454.0,454.0,454.0
2017-01-06,2017,1,6,CN→US,CN,US,2612,2700,8,8,2612.0,2707.9427651096103,2869.8075658628595,2736.091779634892,2682.3270434811566,2647.9705080075746,2622.598336065747
2017-01-06,2017,1,6,DE→US,DE,US,346,396,1,1,346.0,347.7917904788346,350.6547603425491,348.3091343555011,347.3057246563121,346.66543967129945,346.1953808211372
2017-01-06,2017,1,6,GB→US,GB,US,524,702,2,0,524.0,524.0,524.0,524.0,524.0,524.0,524.0
2017-01-06,2017,1,6,HK→CA,HK,CA,508,792,2,0,508.0,509.0428858938901,511.14591605447504,509.3896775211972,508.7543463417642,508.3753800345752,508.1084111110471
2017-01-06,2017,1,6,HK→US,HK,US,452,702,2,0,452.0,452.0,452.0,452.0,452.0,452.0,452.0
2017-01-06,2017,1,6,JP→CA,JP,CA,426,516,2,0,426.0,428.0381233083103,431.49005378945515,428.65872837257587,427.49175361686235,426.75712553552415,426.22173013882554
2017-01-06,2017,1,6,JP→US,JP,US,2164,2712,9,3,2164.0,2170.049885504728,2181.1863294596988,2171.9368990537178,2168.4054178467372,2166.2241756658486,2164.649228125932
2017-01-06,2017,1,6,KR→CA,KR,CA,298,516,2,0,298.0,298.0,298.0,298.0,298.0,298.0,298.0
2017-01-06,2017,1,6,KR→US,KR,US,865,1614,5,0,865.0,865.0,865.0,865.0,865.0,865.0,865.0
2017-01-06,2017,1,6,SG→US,SG,US,639,934,4,0,639.0,639.0,639.0,639.0,639.0,639.0,639.0
2017-01-06,2017,1,6,TW→US,TW,US,996,1308,4,0,996.0,997.0279373324381,999.1651884244677,997.3787829559651,996.7461826488889,996.3708877638923,996.107061204713
2017-01-07,2017,1,7,AE→US,AE,US,795,982,2,0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
2017-01-07,2017,1,7,AU→US,AU,US,2731,3327,10,4,2731.0,2744.4043737595525,2768.320203333802,2748.600918915281,2740.8176608769736,2735.9693973489284,2732.453058599502
2017-01-07,2017,1,7,CN→CA,CN,CA,419,516,2,1,419.0,420.9991193873552,424.5979528908069,421.6296830762808,420.45919760855793,419.7357428565714,419.2144761835708
2017-01-07,2017,1,7,CN→US,CN,US,2092,2700,8,0,2092.0,2092.0,2092.0,2092.0,2092.0,2092.0,2092.0
2017-01-07,2017,1,7,DE→US,DE,US,194,396,1,0,194.0,194.0,194.0,194.0,194.0,194.0,194.0
2017-01-07,2017,1,7,GB→US,GB,US,397,702,2,0,397.0,397.0,397.0,397.0,397.0,397.0,397.0
2017-01-07,2017,1,7,HK→CA,HK,CA,397,792,2,0,397.0,397.0,397.0,397.0,397.0,397.0,397.0
2017-01-07,2017,1,7,HK→US,HK,US,342,702,2,0,342.0,342.0,342.0,342.0,342.0,342.0,342.0
2017-01-07,2017,1,7,JP→CA,JP,CA,372,516,2,0,372.0,372.0,372.0,372.0,372.0,372.0,372.0
2017-01-07,2017,1,7,JP→US,JP,US,1825,2712,9,0,1825.0,1826.6512738798901,1829.1404347739115,1827.1121266337807,1826.2081068103207,1825.6201329460764,1825.183030499307
2017-01-07,2017,1,7,KR→CA,KR,CA,220,516,2,0,220.0,220.0,220.0,220.0,220.0,220.0,220.0
2017-01-07,2017,1,7,KR→US,KR,US,791,1614,5,0,791.0,791.0,791.0,791.0,791.0,791.0,791.0
2017-01-07,2017,1,7,SG→US,SG,US,565,934,4,0,565.0,565.0,565.0,565.0,565.0,565.0,565.0
2017-01-07,2017,1,7,TW→US,TW,US,884,1308,4,2,884.0,886.7820512723641,891.6948653768637,887.6351416632897,886.0252254605723,885.0238184993951,884.2990088942636
2017-01-08,2017,1,8,AE→US,AE,US,828,982,2,1,828.0,838.1247417955838,855.9124461134282,841.3139943959178,835.4402535775512,831.7694896273667,829.1029215129525
2017-01-08,2017,1,8,AU→US,AU,US,2979,3327,10,5,2979.0,3000.2186178256643,3039.9195000084533,3006.921496958336,2994.5023460775515,2986.8302601321884,2981.2866299666975
2017-01-08,2017,1,8,CN→CA,CN,CA,394,516,2,0,394.0,394.0,394.0,394.0,394.0,394.0,394.0
2017-01-08,2017,1,8,CN→US,CN,US,2249,2700,8,2,2249.0,2273.9283714524686,2320.0776867977215,2281.4695045121507,2267.2321270947214,2258.2777490143076,2251.723976613825
2017-01-08,2017,1,8,DE→US,DE,US,287,396,1,0,287.0,287.0,287.0,287.0,287.0,287.0,287.0
2017-01-08,2017,1,8,GB→US,GB,US,506,702,2,0,506.0,506.0,506.0,506.0,506.0,506.0,506.0
2017-01-08,2017,1,8,HK→CA,HK,CA,419,792,2,0,419.0,419.0,419.0,419.0,419.0,419.0,419.0
2017-01-08,2017,1,8,HK→US,HK,US,392,702,2,0,392.0,392.0,392.0,392.0,392.0,392.0,392.0
2017-01-08,2017,1,8,JP→CA,JP,CA,351,516,2,0,351.0,351.0,351.0,351.0,351.0,351.0,351.0
2017-01-08,2017,1,8,JP→US,JP,US,2159,2712,9,0,2159.0,2159.0,2159.0,2159.0,2159.0,2159.0,2159.0
2017-01-08,2017,1,8,KR→CA,KR,CA,270,516,2,0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
2017-01-08,2017,1,8,KR→US,KR,US,804,1614,5,0,804.0,804.0,804.0,804.0,804.0,804.0,804.0
2017-01-08,2017,1,8,SG→US,SG,US,710,934,4,1,710.0,712.108995966545,714.9074460121691,712.6338935912072,711.538347125987,710.7998585785124,710.2382403187215
2017-01-08,2017,1,8,TW→US,TW,US,940,1308,4,0,940.0,940.0,940.0,940.0,940.0,940.0,940.0
2017-01-09,2017,1,9,AE→US,AE,US,847,982,2,0,847.0,847.0,847.0,847.0,847.0,847.0,847.0
2017-01-09,2017,1,9,AU→US,AU,US,3053,3327,10,8,3053.0,3117.231524184559,3222.35798174994,3136.043301916174,3099.945887185913,3076.9436865175926,3060.036912940571
2017-01-09,2017,1,9,CN→CA,CN,CA,446,516,2,0,446.0,446.0,446.0,446.0,446.0,446.0,446.0
2017-01-09,2017,1,9,CN→US,CN,US,2402,2700,8,4,2402.0,2412.1895780495765,2444.334318875152,2416.113303815402,2409.394907482847,2405.6298689842965,2403.041047346997
2017-01-09,2017,1,9,DE→US,DE,US,266,396,1,0,266.0,266.0,266.0,266.0,266.0,266.0,266.0
2017-01-09,2017,1,9,GB→US,GB,US,511,702,2,0,511.0,511.0,511.0,511.0,511.0,511.0,511.0
2017-01-09,2017,1,9,HK→CA,HK,CA,429,792,2,0,429.0,429.0,429.0,429.0,429.0,429.0,429.0
2017-01-09,2017,1,9,HK→US,HK,US,422,702,2,1,422.0,423.13464476114547,425.96037607010635,423.55711771966423,422.81814062867113,422.40012467331616,422.11425687298834
2017-01-09,2017,1,9,JP→CA,JP,CA,379,516,2,0,379.0,379.0,379.0,379.0,379.0,379.0,379.0
2017-01-09,2017,1,9,JP→US,JP,US,1915,2712,9,0,1915.0,1916.8462302291578,1919.6477427738635,1917.3679088782362,1916.3544117070794,1915.6953877615995,1915.205301767974
2017-01-09,2017,1,9,KR→CA,KR,CA,254,516,2,0,254.0,254.0,254.0,254.0,254.0,254.0,254.0
2017-01-09,2017,1,9,KR→US,KR,US,787,1614,5,0,787.0,787.0,787.0,787.0,787.0,787.0,787.0
2017-01-09,2017,1,9,SG→US,SG,US,625,934,4,0,625.0,625.0,625.0,625.0,625.0,625.0,625.0
2017-01-09,2017,1,9,TW→US,TW,US,874,1308,4,0,874.0,875.0394009607451,877.3534303245223,875.4032889970331,874.7491182001025,874.3693242534639,874.1059936870881
2017-01-10,2017,1,10,AE→US,AE,US,750,982,2,0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
2017-01-10,2017,1,10,AU→US,AU,US,2478,3327,10,1,2478.0,2483.9592664524225,2498.4551364410145,2486.11649245556,2482.330893452665,2480.1406139593023,2478.616133046206
2017-01-10,2017,1,10,CN→CA,CN,CA,413,516,2,0,413.0,413.0,413.0,413.0,413.0,413.0,413.0
2017-01-10,2017,1,10,CN→US,CN,US,1729,2700,8,0,1729.0,1729.0,1729.0,1729.0,1729.0,1729.0,1729.0
2017-01-10,2017,1,10,DE→US,DE,US,205,396,1,0,205.0,205.0,205.0,205.0,205.0,205.0,205.0
2017-01-10,2017,1,10,GB→US,GB,US,440,702,2,0,440.0,440.0,440.0,440.0,440.0,440.0,440.0
2017-01-10,2017,1,10,HK→CA,HK,CA,418,792,2,0,418.0,418.0,418.0,418.0,418.0,418.0,418.0
2017-01-10,2017,1,10,HK→US,HK,US,354,702,2,0,354.0,354.0,354.0,354.0,354.0,354.0,354.0
2017-01-10,2017,1,10,JP→CA,JP,CA,321,516,2,0,321.0,321.0,321.0,321.0,321.0,321.0,321.0
2017-01-10,2017,1,10,JP→US,JP,US,1604,2712,9,0,1604.0,1604.0,1604.0,1604.0,1604.0,1604.0,1604.0
2017-01-10,2017,1,10,KR→CA,KR,CA,182,516,2,0,182.0,182.0,182.0,182.0,182.0,182.0,182.0
2017-01-10,2017,1,10,KR→US,KR,US,707,1614,5,0,707.0,707.0,707.0,707.0,707.0,707.0,707.0
2017-01-10,2017,1,10,SG→US,SG,US,489,934,4,0,489.0,489.0,489.0,489.0,489.0,489.0,489.0
2017-01-10,2017,1,10,TW→US,TW,US,701,1308,4,0,701.0,701.0,701.0,701.0,701.0,701.0,701.0
2017-01-11,2017,1,11,AE→US,AE,US,835,982,2,0,835.0,835.0,835.0,835.0,835.0,835.0,835.0
2017-01-11,2017,1,11,AU→US,AU,US,2732,3327,10,2,2732.0,2738.862096942701,2750.539985085087,2740.939744959644,2737.015371775024,2734.546003416657,2732.7457780262575
2017-01-11,2017,1,11,CN→CA,CN,CA,348,516,2,0,348.0,348.0,348.0,348.0,348.0,348.0,348.0
2017-01-11,2017,1,11,CN→US,CN,US,1965,2700,8,1,1965.0,1970.703419996721,1993.465794624673,1973.141533992926,1969.1061479035443,1966.9734601348355,1965.5579643561375
2017-01-11,2017,1,11,DE→US,DE,US,240,396,1,0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
2017-01-11,2017,1,11,GB→US,GB,US,430,702,2,0,430.0,431.22688527098285,435.29220928606196,431.74165126962066,430.87926755342926,430.4214429750221,430.11880923442584
2017-01-11,2017,1,11,HK→CA,HK,CA,369,792,2,0,369.0,369.0,369.0,369.0,369.0,369.0,369.0
2017-01-11,2017,1,11,HK→US,HK,US,357,702,2,0,357.0,357.0,357.0,357.0,357.0,357.0,357.0
2017-01-11,2017,1,11,JP→CA,JP,CA,300,516,2,0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
2017-01-11,2017,1,11,JP→US,JP,US,1869,2712,9,0,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0
2017-01-11,2017,1,11,KR→CA,KR,CA,229,516,2,0,229.0,229.0,229.0,229.0,229.0,229.0,229.0
2017-01-11,2017,1,11,KR→US,KR,US,718,1614,5,0,718.0,718.0,718.0,718.0,718.0,718.0,718.0
2017-01-11,2017,1,11,SG→US,SG,US,474,934,4,0,474.0,474.0,474.0,474.0,474.0,474.0,474.0
2017-01-11,2017,1,11,TW→US,TW,US,810,1308,4,0,810.0,811.6174358227236,813.8888717203183,812.043572214227,811.1830904880063,810.6118055239535,810.1815256165071
2017-01-12,2017,1,12,AE→US,AE,US,742,982,2,1,742.0,746.7771005537226,755.5749151666262,748.3285446715736,745.5093423413037,743.7702023047711,742.5164244297778
2017-01-12,2017,1,12,AU→US,AU,US,2793,3327,10,3,2793.0,2803.370216716638,2824.748860490129,2806.784590966412,2800.5636793871618,2796.7978017642563,2794.1048659378234
2017-01-12,2017,1,12,CN→CA,CN,CA,429,516,2,0,429.0,429.0,429.0,429.0,429.0,429.0,429.0
2017-01-12,2017,1,12,CN→US,CN,US,2177,2700,8,2,2177.0,2181.191619497663,2193.889020753196,2182.859247571078,2180.0336032488694,2178.4758144322404,2177.420394333883
2017-01-12,2017,1,12,DE→US,DE,US,263,396,1,0,263.0,263.0,263.0,263.0,263.0,263.0,263.0
2017-01-12,2017,1,12,GB→US,GB,US,521,702,2,1,521.0,523.2900160596298,526.7743940515003,523.935064796602,522.6766744587121,521.860040492174,521.2537211945321
2017-01-12,2017,1,12,HK→CA,HK,CA,512,792,2,0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
2017-01-12,2017,1,12,HK→US,HK,US,390,702,2,0,390.0,390.0,390.0,390.0,390.0,390.0,390.0
2017-01-12,2017,1,12,JP→CA,JP,CA,343,516,2,0,343.0,343.0,343.0,343.0,343.0,343.0,343.0
2017-01-12,2017,1,12,JP→US,JP,US,1872,2712,9,2,1872.0,1876.7847209865058,1884.7138916415015,1878.1834926259426,1875.4891916019324,1873.7780967095678,1872.5223128839878
2017-01-12,2017,1,12,KR→CA,KR,CA,232,516,2,0,232.0,232.0,232.0,232.0,232.0,232.0,232.0
2017-01-12,2017,1,12,KR→US,KR,US,740,1614,5,0,740.0,740.0,740.0,740.0,740.0,740.0,740.0
2017-01-12,2017,1,12,SG→US,SG,US,658,934,4,0,658.0,658.0,658.0,658.0,658.0,658.0,658.0
2017-01-12,2017,1,12,TW→US,TW,US,808,1308,4,0,808.0,809.0476126907599,811.4140325904764,809.4171246923504,808.7547373526245,808.3716231435826,808.1065638129973
2017-01-13,2017,1,13,AE→US,AE,US,878,982,2,2,878.0,886.6853458170139,911.7462749994282,889.9987168456214,884.312300129899,881.1014150229291,878.8897187069298
2017-01-13,2017,1,13,AU→US,AU,US,3221,3327,10,8,3221.0,3331.9228838385657,3508.3626784703447,3363.696466733001,3302.0687598408786,3262.4662933659138,3233.2106781417892
2017-01-13,2017,1,13,CN→CA,CN,CA,471,516,2,2,471.0,486.1956575957507,507.86160102270975,490.26289684701874,482.15059566925663,476.76972368275256,472.71322680852
2017-01-13,2017,1,13,CN→US,CN,US,2304,2700,8,4,2304.0,2319.781606162047,2357.4971026000935,2325.27327556773,2315.495305734721,2309.7277568860445,2305.658187347864
2017-01-13,2017,1,13,DE→US,DE,US,302,396,1,0,302.0,302.0,302.0,302.0,302.0,302.0,302.0
2017-01-13,2017,1,13,GB→US,GB,US,441,702,2,1,441.0,442.2355285004886,446.4135143066999,442.7578429721028,441.8851981509022,441.42377143851945,441.119376199694
2017-01-13,2017,1,13,HK→CA,HK,CA,408,792,2,0,408.0,408.0,408.0,408.0,408.0,408.0,408.0
2017-01-13,2017,1,13,HK→US,HK,US,399,702,2,0,399.0,400.14546256742165,403.0461262239002,400.5750770100423,399.8253693235486,399.4030799354914,399.1149907591162
2017-01-13,2017,1,13,JP→CA,JP,CA,378,516,2,0,378.0,378.0,378.0,378.0,378.0,378.0,378.0
2017-01-13,2017,1,13,JP→US,JP,US,2128,2712,9,1,2128.0,2135.0370913141196,2147.100984956596,2137.1337103489163,2133.1249041442084,2130.603441481289,2128.7631455260034
2017-01-13,2017,1,13,KR→CA,KR,CA,280,516,2,0,280.0,280.0,280.0,280.0,280.0,280.0,280.0
2017-01-13,2017,1,13,KR→US,KR,US,958,1614,5,0,958.0,959.36651311056,964.6826938271604,959.9754809003863,958.9811168067881,958.4670057497317,958.1311475508546
2017-01-13,2017,1,13,SG→US,SG,US,605,934,4,0,605.0,605.0,605.0,605.0,605.0,605.0,605.0
2017-01-13,2017,1,13,TW→US,TW,US,1125,1308,4,2,1125.0,1129.435818209774,1135.6022912897015,1130.5935304239833,1128.2442556930848,1126.6797185802452,1125.4988282084719
2017-01-14,2017,1,14,AE→US,AE,US,796,982,2,1,796.0,798.053356476823,808.6890583331426,799.0411304677395,797.4641337668166,796.6867108304936,796.1910745790644
2017-01-14,2017,1,14,AU→US,AU,US,2915,3327,10,2,2915.0,2927.0636947392577,2952.060928883028,2931.0645803877615,2923.799893851373,2919.4125368924474,2916.2823059416464
2017-01-14,2017,1,14,CN→CA,CN,CA,306,516,2,0,306.0,306.0,306.0,306.0,306.0,306.0,306.0
2017-01-14,2017,1,14,CN→US,CN,US,2063,2700,8,3,2063.0,2074.6369765615436,2102.8406630202862,2078.601989304788,2071.4880080295143,2067.2478001834816,2064.233593192199
2017-01-14,2017,1,14,DE→US,DE,US,230,396,1,0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2017-01-14,2017,1,14,GB→US,GB,US,444,702,2,0,444.0,444.0,444.0,444.0,444.0,444.0,444.0
2017-01-14,2017,1,14,HK→CA,HK,CA,370,792,2,0,370.0,370.0,370.0,370.0,370.0,370.0,370.0
2017-01-14,2017,1,14,HK→US,HK,US,396,702,2,1,396.0,397.1565857793482,400.1332920981044,397.5935994456064,396.8330351060577,396.4063041048316,396.115814369942
2017-01-14,2017,1,14,JP→CA,JP,CA,322,516,2,0,322.0,322.0,322.0,322.0,322.0,322.0,322.0
2017-01-14,2017,1,14,JP→US,JP,US,1584,2712,9,0,1584.0,1584.0,1584.0,1584.0,1584.0,1584.0,1584.0
2017-01-14,2017,1,14,KR→CA,KR,CA,186,516,2,0,186.0,186.0,186.0,186.0,186.0,186.0,186.0
2017-01-14,2017,1,14,KR→US,KR,US,612,1614,5,0,612.0,612.0,612.0,612.0,612.0,612.0,612.0
2017-01-14,2017,1,14,SG→US,SG,US,478,934,4,0,478.0,478.0,478.0,478.0,478.0,478.0,478.0
2017-01-14,2017,1,14,TW→US,TW,US,708,1308,4,0,708.0,708.0,708.0,708.0,708.0,708.0,708.0
2017-01-15,2017,1,15,AE→US,AE,US,845,982,2,0,845.0,850.3862321372072,859.648084287775,852.0596213007216,848.9584525679834,847.0092548772828,845.5886257162856
2017-01-15,2017,1,15,AU→US,AU,US,3288,3327,10,10,3288.0,3443.98754810016,3691.150159873387,3488.743998770664,3402.00723470112,3346.2940557772727,3305.1610989634964
2017-01-15,2017,1,15,CN→CA,CN,CA,397,516,2,0,397.0,397.0,397.0,397.0,397.0,397.0,397.0
2017-01-15,2017,1,15,CN→US,CN,US,2439,2700,8,3,2439.0,2463.5944129360782,2512.545856330584,2471.3619455389635,2456.941366665785,2448.0659357190216,2441.6492663784657
2017-01-15,2017,1,15,DE→US,DE,US,227,396,1,0,227.0,227.0,227.0,227.0,227.0,227.0,227.0
2017-01-15,2017,1,15,GB→US,GB,US,540,702,2,0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
2017-01-15,2017,1,15,HK→CA,HK,CA,501,792,2,0,501.0,501.99241115048267,503.8674707081264,502.31038588058124,501.7192481443171,501.36017178682835,501.1044652471003
2017-01-15,2017,1,15,HK→US,HK,US,370,702,2,0,370.0,371.16667226889,374.22021269403695,371.61075523706853,370.8398341639782,370.4090637511089,370.11649715813314
2017-01-15,2017,1,15,JP→CA,JP,CA,360,516,2,0,360.0,361.9691783931246,365.18990453954353,362.5561157026928,361.44330681147125,360.7353293995303,360.21592528792536
2017-01-15,2017,1,15,JP→US,JP,US,1805,2712,9,2,1805.0,1807.9215190658435,1813.2122068754752,1808.8298865183629,1807.1303633474581,1806.076779299387,1805.3145459648913
2017-01-15,2017,1,15,KR→CA,KR,CA,227,516,2,0,227.0,227.0,227.0,227.0,227.0,227.0,227.0
2017-01-15,2017,1,15,KR→US,KR,US,751,1614,5,0,751.0,751.0,751.0,751.0,751.0,751.0,751.0
2017-01-15,2017,1,15,SG→US,SG,US,653,934,4,0,653.0,653.0,653.0,653.0,653.0,653.0,653.0
2017-01-15,2017,1,15,TW→US,TW,US,937,1308,4,1,937.0,938.0290337394292,940.1978951015941,938.3828396452936,937.746715853017,937.3706987952253,937.1069191711499
2017-01-16,2017,1,16,AE→US,AE,US,824,982,2,1,824.0,831.3716524985252,847.4914607652343,833.924683414326,829.3800022906938,826.681866772441,824.7763146251259
2017-01-16,2017,1,16,AU→US,AU,US,2828,3327,10,5,2828.0,2860.333288186339,2921.351096576876,2870.5176846065906,2851.593217991872,2839.914898412,2831.479103208585
2017-01-16,2017,1,16,CN→CA,CN,CA,455,516,2,0,455.0,457.0036709884595,460.5965385847053,457.63716743019376,456.4657097402969,455.73987993607034,455.2158814528651
2017-01-16,2017,1,16,CN→US,CN,US,2501,2700,8,6,2501.0,2546.22097150198,2626.7472763721516,2560.071206591002,2534.1427132977374,2517.851883805557,2505.945122515074
2017-01-16,2017,1,16,DE→US,DE,US,328,396,1,1,328.0,329.8007404911723,332.7144913143982,330.3239272842503,329.31065717288425,328.666854403152,328.19556102350214
2017-01-16,2017,1,16,GB→US,GB,US,552,702,2,0,552.0,553.8254751903928,556.6720805633257,554.3458210723418,553.3330805878946,552.6815114199542,552.2005571154486
2017-01-16,2017,1,16,HK→CA,HK,CA,405,792,2,0,405.0,405.0,405.0,405.0,405.0,405.0,405.0
2017-01-16,2017,1,16,HK→US,HK,US,426,702,2,0,426.0,426.0,426.0,426.0,426.0,426.0,426.0
2017-01-16,2017,1,16,JP→CA,JP,CA,379,516,2,1,379.0,380.98839731030574,384.27889629223574,381.5852072875129,380.4565542738127,379.7410974204244,379.2174144611167
2017-01-16,2017,1,16,JP→US,JP,US,2173,2712,9,2,2173.0,2182.6596890915807,2199.3518335140443,2185.55673635201,2180.033120903395,2176.5678996731954,2174.0446723489003
2017-01-16,2017,1,16,KR→CA,KR,CA,192,516,2,0,192.0,192.0,192.0,192.0,192.0,192.0,192.0
2017-01-16,2017,1,16,KR→US,KR,US,679,1614,5,0,679.0,679.0,679.0,679.0,679.0,679.0,679.0
2017-01-16,2017,1,16,SG→US,SG,US,632,934,4,0,632.0,632.0,632.0,632.0,632.0,632.0,632.0
2017-01-16,2017,1,16,TW→US,TW,US,1049,1308,4,1,1049.0,1052.5709054051008,1058.3236009074687,1053.5671014174573,1051.587832922622,1050.3223079017394,1049.3891638234716
2017-01-17,2017,1,17,AE→US,AE,US,610,982,2,0,610.0,610.0,610.0,610.0,610.0,610.0,610.0
2017-01-17,2017,1,17,AU→US,AU,US,2316,3327,10,0,2316.0,2316.0,2316.0,2316.0,2316.0,2316.0,2316.0
2017-01-17,2017,1,17,CN→CA,CN,CA,407,516,2,1,407.0,409.0203867774063,412.7434017922965,409.6674282276676,408.47458016927743,407.741933597653,407.2159760526191
2017-01-17,2017,1,17,CN→US,CN,US,1928,2700,8,1,1928.0,1929.3937552922334,1935.7589553816838,1930.0437914178137,1928.9969778426175,1928.4705237736955,1928.1314331886688
2017-01-17,2017,1,17,DE→US,DE,US,279,396,1,0,279.0,279.0,279.0,279.0,279.0,279.0,279.0
2017-01-17,2017,1,17,GB→US,GB,US,400,702,2,0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
